District Name,District Code,Locale,Teacher % Retained,Year,Retention Category,Total Expenditures per Pupil,Adjusted Total Expenditures per Pupil,Adjusted Expenditures Category,Average Salary,Adjusted Average Salary,Adjusted Salary Category,Average Class Size,Class Size Category
ashburnham-westminster,6100000,Suburban,89.3,2020,medium,13203.96,11081.163415069700,low,71534.0,60033.50083865740,low,18.6,medium
ashland,140000,Suburban,94.7,2020,high,14845.05,12458.415880908500,medium,83540.0,70109.29991418680,medium,19.9,large
assabet valley regional vocational technical,8010000,Suburban,88.4,2020,medium,20548.12,17244.60507245270,high,78434.0,65824.18996252480,medium,16.4,small
athol-royalston,6150000,Suburban,81.3,2020,low,14033.44,11777.288170789400,low,66567.0,55865.04389978060,low,18.5,medium
attleboro,160000,Suburban,89.8,2020,medium,14206.24,11922.307167978400,medium,88775.0,74502.67057555580,high,21.4,large
auburn,170000,Suburban,90.8,2020,high,14239.6,11950.303891046900,medium,77553.0,65084.828061347000,medium,18.7,medium
avon,180000,Suburban,82.6,2020,low,17557.53,14734.811306228500,high,78345.0,65749.49846513000,medium,13.1,small
ayer shirley school district,6160000,Suburban,92.0,2020,high,16228.68,13619.60011169940,medium,70600.0,59249.65973116570,low,19.0,large
barnstable,200000,Urban,90.2,2020,medium,17404.98,14606.786722772600,high,85128.0,71441.99764298410,high,16.8,medium
bedford,230000,Suburban,87.2,2020,medium,20183.89,16938.93221744020,high,97644.0,81945.80417549500,high,16.0,small
belchertown,240000,Rural,92.6,2020,high,14560.27,12219.419873851300,medium,74501.0,62523.49716192040,low,16.4,small
bellingham,250000,Suburban,89.2,2020,medium,17620.97,14788.052076955800,high,82383.0,69138.31044805420,medium,17.9,medium
belmont,260000,Suburban,89.3,2020,medium,15279.99,12823.430710986100,medium,96334.0,80846.412472268,high,22.2,large
berkley,270000,Rural,88.9,2020,medium,12241.02,10273.034982470200,low,72704.0,61015.400298791400,low,20.0,large
berkshire hills,6180000,Rural,93.9,2020,high,22941.92,19253.55458328080,high,79805.0,66974.77471452810,medium,15.1,small
berlin-boylston,6200000,Suburban,94.5,2020,high,16533.56,13875.464647943500,medium,76764.0,64422.67534848740,medium,16.5,small
beverly,300000,Suburban,91.1,2020,high,14781.32,12404.931733392000,medium,80233.0,67333.96528626940,medium,21.0,large
billerica,310000,Suburban,92.4,2020,high,17743.36,14890.765474328300,high,92504.0,77632.16039336760,high,19.0,large
blackstone valley regional vocational technical,8050000,Suburban,94.2,2020,high,20622.63,17307.136122687400,high,82442.0,69187.82503621480,medium,16.9,medium
blackstone-millville,6220000,Suburban,78.5,2020,low,14339.98,12034.545829344500,medium,77485.0,65027.76040041610,medium,17.3,medium
blue hills regional vocational technical,8060000,Rural,95.1,2020,high,23900.42,20057.956833313700,high,92172.0,77353.53593117580,high,14.4,small
boston,350000,Urban,90.2,2020,medium,24020.5,20158.731608675200,high,105235.0,88316.40144205700,high,17.4,medium
bourne,360000,Suburban,91.8,2020,high,17073.96,14328.98470628240,medium,86901.0,72929.95297872570,high,19.1,large
boxford,380000,Suburban,88.2,2020,medium,18767.53,15750.279978674900,high,80910.0,67902.12420465470,medium,17.3,medium
braintree,400000,Suburban,92.2,2020,high,15617.44,13106.628978355500,medium,89698.0,75277.28014966150,high,17.5,medium
brewster,410000,Suburban,95.8,2020,high,21300.99,17876.43639429130,high,81739.0,68597.84612982660,medium,19.0,large
bridgewater-raynham,6250000,Rural,91.4,2020,high,13939.78,11698.685860160200,low,88568.0,74328.94990183980,high,20.5,large
brimfield,430000,Rural,88.9,2020,medium,15590.42,13083.95297543850,medium,79754.0,66931.97396882990,medium,18.9,medium
bristol county agricultural,9100000,Suburban,91.7,2020,high,20820.45,17473.15266217780,high,74301.0,62355.651100359000,low,17.4,medium
bristol-plymouth regional vocational technical,8100000,Suburban,89.9,2020,medium,19329.44,16221.85188093460,high,93242.0,78251.51236052910,high,17.5,medium
brockton,440000,Rural,90.9,2020,high,15534.73,13037.216239596800,medium,98853.0,82960.43361763350,high,19.4,large
brookfield,450000,Suburban,92.0,2020,high,13929.49,11690.05018029290,low,78256.0,65674.80696773520,medium,19.9,large
brookline,460000,Suburban,85.8,2020,low,21306.86,17881.362676198100,high,100041.0,83957.4392233081,high,17.0,medium
burlington,480000,Urban,89.2,2020,medium,22799.71,19134.207641207600,high,100657.0,84474.40509291710,high,16.1,small
cambridge,490000,Suburban,90.1,2020,medium,31146.37,26138.977682167000,high,94947.0,79682.40003533980,high,15.1,small
canton,500000,Suburban,87.2,2020,medium,18090.17,15181.818937378800,high,88417.0,74202.22612536090,high,18.8,medium
cape cod regional vocational technical,8150000,Rural,87.1,2020,medium,25108.72,21071.99881423680,high,89119.0,74791.36580144140,high,13.8,small
carlisle,510000,Rural,87.5,2020,medium,20709.01,17379.628836675800,high,104270.0,87506.5441950234,high,18.1,medium
carver,520000,Rural,95.4,2020,high,15692.53,13169.646782168700,medium,71209.0,59760.75098862010,low,17.6,medium
central berkshire,6350000,Suburban,89.6,2020,medium,16064.75,13482.025087340600,medium,78646.0,66002.10678777990,medium,17.7,medium
chelmsford,560000,Suburban,88.5,2020,medium,15658.95,13141.465428432500,medium,81214.0,68157.25021822800,medium,17.7,medium
chelsea,570000,Rural,85.6,2020,low,16847.43,14138.873864654900,medium,74843.0,62810.51392719030,low,22.9,large
chesterfield-goshen,6320000,Suburban,73.3,2020,low,18484.12,15512.433717139300,high,78150.0,65585.84855510770,medium,14.6,small
chicopee,610000,Suburban,91.6,2020,high,15786.92,13248.861730922600,medium,80297.0,67387.67602596910,medium,17.9,medium
clarksburg,630000,Suburban,88.2,2020,medium,14624.49,12273.31524421860,medium,76487.0,64190.208553224800,medium,17.5,medium
clinton,640000,Suburban,90.6,2020,high,14843.01,12456.7038510806,medium,73517.0,61697.694539038400,low,18.4,medium
cohasset,650000,Suburban,93.1,2020,high,18386.39,15430.415739157300,high,94670.0,79449.93324007730,high,19.1,large
concord,670000,Suburban,88.9,2020,medium,21498.31,18042.03331862770,high,107852.0,90512.66715758760,high,17.8,medium
concord-carlisle,6400000,Rural,87.1,2020,medium,23335.02,19583.456017279700,high,110665.0,92873.42201344840,high,19.3,large
conway,680000,Suburban,93.8,2020,high,22898.01,19216.70398046500,high,76711.0,64378.19614217360,medium,14.7,small
danvers,710000,Suburban,89.2,2020,medium,18384.98,15429.232424423300,high,87538.0,73464.54268479870,high,18.1,medium
dartmouth,720000,Suburban,90.7,2020,high,14766.01,12392.08311737950,medium,82263.0,69037.60281111740,medium,18.4,medium
dedham,730000,Suburban,88.5,2020,medium,21269.04,17849.62298595690,high,92785.0,77867.98410986140,high,16.6,small
deerfield,740000,Suburban,85.4,2020,low,16902.58,14185.157416130400,medium,69347.0,58198.10415548370,low,17.2,medium
dennis-yarmouth,6450000,Rural,92.8,2020,high,18049.61,15147.779756094100,high,81000.0,67977.6549323573,medium,14.7,small
dighton-rehoboth,6500000,Suburban,89.0,2020,medium,14714.96,12349.240410165900,medium,79966.0,67109.89079408500,medium,19.4,large
douglas,770000,Rural,92.3,2020,high,15701.13,13176.86416281580,medium,70821.0,59435.12962919110,low,17.3,medium
dover,780000,Rural,92.9,2020,high,24311.03,20402.553190002300,high,93146.0,78170.94625097970,high,19.6,large
dover-sherborn,6550000,Suburban,92.2,2020,high,20826.68,17478.381066995400,high,102886.0,86345.04944901870,high,17.7,medium
dracut,790000,Suburban,87.4,2020,medium,12216.23,10252.230463139600,low,72274.0,60654.53126643450,low,20.5,large
dudley-charlton reg,6580000,Suburban,90.3,2020,medium,13935.32,11694.942892987400,low,76341.0,64067.68092828500,medium,18.9,medium
duxbury,820000,Suburban,91.0,2020,high,16663.01,13984.10301128910,medium,88595.0,74351.60912015060,high,19.0,large
east bridgewater,830000,Suburban,82.6,2020,low,13438.54,11278.030060675100,low,76336.0,64063.484776746,medium,20.6,large
east longmeadow,870000,Suburban,92.9,2020,high,16521.72,13865.52816109910,medium,77472.0,65016.85040641460,medium,17.8,medium
eastham,850000,Suburban,91.7,2020,high,22402.04,18800.470924702000,high,93804.0,78723.15979351660,high,13.8,small
easthampton,860000,Suburban,88.0,2020,medium,14704.88,12340.780968663200,medium,69967.0,58718.42694632400,low,18.0,medium
easton,880000,Suburban,91.4,2020,high,14798.13,12419.039194866200,medium,83580.0,70142.86912649910,medium,19.4,large
edgartown,890000,Rural,81.5,2020,low,25749.01,21609.349588022400,high,94640.0,79424.75633084310,high,17.8,medium
erving,910000,Suburban,76.2,2020,low,26346.4,22110.69738160320,high,73473.0,61660.768405494900,low,15.5,small
essex north shore agricultural and technical school district,8170000,Suburban,92.8,2020,high,19862.53,16669.23716572340,high,85243.0,71538.50912838190,high,17.2,medium
everett,930000,Suburban,91.1,2020,high,15602.88,13094.409785073800,medium,88022.0,73870.7301537772,high,20.3,large
fairhaven,940000,Suburban,80.4,2020,low,13320.33,11178.82464598920,low,72634.0,60956.654177244900,low,17.8,medium
fall river,950000,Suburban,88.7,2020,medium,15917.19,13358.188263120600,medium,80994.0,67972.61955051050,medium,18.9,medium
falmouth,960000,Rural,90.1,2020,medium,19540.04,16398.59378375880,high,82608.0,69327.13726731080,medium,16.3,small
farmington river reg,6620000,Rural,92.3,2020,high,18029.6,15130.986757634900,high,49835.0,41823.04238955590,low,12.7,small
fitchburg,970000,Rural,88.4,2020,medium,15516.07,13021.5562020531,medium,77102.0,64706.33519252610,medium,18.5,medium
florida,980000,Rural,91.7,2020,high,18307.81,15364.46902156990,high,62695.0,52615.54414795240,low,9.8,small
foxborough,990000,Suburban,92.1,2020,high,19126.01,16051.127259417500,high,91495.0,76785.3770127905,high,17.0,medium
framingham,1000000,Urban,88.3,2020,medium,19606.65,16454.49491456180,high,95592.0,80223.70358387530,high,15.7,small
franklin,1010000,Suburban,86.4,2020,medium,15850.36,13302.10250164990,medium,80587.0,67631.05281523310,medium,17.3,medium
franklin county regional vocational technical,8180000,Rural,83.6,2020,low,25453.96,21361.734685704000,high,84698.0,71081.12861062710,high,12.9,small
freetown-lakeville,6650000,Rural,89.6,2020,medium,13686.52,11486.142392405000,low,76861.0,64504.08068834460,medium,19.0,large
frontier,6700000,Suburban,88.1,2020,medium,17972.11,15082.739407239100,high,71541.0,60039.37545081200,low,12.6,small
gardner,1030000,Suburban,89.5,2020,medium,13749.62,11539.097824827600,low,72538.0,60876.08806769550,low,17.8,medium
gateway,6720000,Rural,84.7,2020,low,17769.63,14912.812054514400,high,64063.0,53763.61120903220,low,14.3,small
georgetown,1050000,Suburban,92.7,2020,high,15812.14,13270.027119285500,medium,76309.0,64040.825558435200,medium,15.0,small
gill-montague,6740000,Rural,87.6,2020,medium,17528.38,14710.347742756000,high,65437.0,54916.71365195880,low,14.4,small
gloucester,1070000,Suburban,89.8,2020,medium,17843.17,14974.529051350500,high,85198.0,71500.74376453060,high,17.5,medium
grafton,1100000,Suburban,89.5,2020,medium,13567.37,11386.148101229800,low,76344.0,64070.19861920850,medium,19.7,large
granby,1110000,Rural,89.1,2020,medium,14157.98,11881.805913323700,low,62224.0,52220.26667297530,low,15.2,small
greater fall river regional vocational technical,8210000,Suburban,90.3,2020,medium,19128.46,16053.183373671600,high,94246.0,79094.09958956720,high,15.8,small
greater lawrence regional vocational technical,8230000,Suburban,88.2,2020,medium,22937.37,19249.736085380300,high,88589.0,74346.5737383037,high,15.5,small
greater lowell regional vocational technical,8280000,Suburban,92.6,2020,high,20642.27,17323.61860593270,high,90919.0,76301.98035549370,high,18.4,medium
greater new bedford regional vocational technical,8250000,Suburban,95.9,2020,high,21564.62,18097.682680338400,high,95697.0,80311.82276619500,high,15.1,small
greenfield,1140000,Rural,77.6,2020,low,16740.35,14049.009083294900,medium,68689.0,57645.890612946800,low,16.1,small
groton-dunstable,6730000,Rural,94.2,2020,high,17019.99,14283.691446570000,medium,83460.0,70042.16148956220,medium,19.0,large
hadley,1170000,Suburban,84.6,2020,low,16452.96,13807.822685134300,medium,69416.0,58256.01104672240,low,16.3,small
halifax,1180000,Rural,94.3,2020,high,15851.96,13303.44527014240,medium,95535.0,80175.86745633030,high,21.1,large
hamilton-wenham,6750000,Rural,85.5,2020,low,18724.84,15714.453236834600,high,86096.0,72254.37258094120,high,18.5,medium
hampden-wilbraham,6800000,Rural,89.2,2020,medium,16185.08,13583.00967027900,medium,82197.0,68982.21361080210,medium,18.2,medium
hampshire,6830000,Rural,86.8,2020,medium,18435.92,15471.982816303000,high,70833.0,59445.20039288470,low,12.9,small
hancock,1210000,Rural,88.9,2020,medium,16824.84,14119.91565200150,medium,54251.0,45529.08342883110,low,5.9,small
hanover,1220000,Suburban,91.2,2020,high,14912.26,12514.820549896200,medium,89689.0,75269.72707689130,high,18.7,medium
harvard,1250000,Rural,89.4,2020,medium,20195.98,16949.078511861600,high,93735.0,78665.2529022779,high,15.7,small
hatfield,1270000,Suburban,93.5,2020,high,13775.8,11561.068874286000,low,66566.0,55864.20466947280,low,13.7,small
haverhill,1280000,Suburban,87.6,2020,medium,14635.99,12282.96639275840,medium,74287.0,62343.901876049700,low,19.0,large
hawlemont,6850000,Rural,84.6,2020,low,17178.28,14416.533211992800,medium,82996.0,69652.75862673980,medium,14.6,small
hingham,1310000,Suburban,90.1,2020,medium,15293.83,12835.045658446100,medium,97280.0,81640.3243434533,high,18.0,medium
holbrook,1330000,Suburban,92.7,2020,high,15630.01,13117.178103324600,medium,74601.0,62607.420192701100,low,19.0,large
holland,1350000,Rural,88.9,2020,medium,15849.86,13301.682886496000,medium,79757.0,66934.49165975330,medium,18.6,medium
holliston,1360000,Suburban,88.3,2020,medium,15049.45,12629.954555824300,medium,84877.0,71231.35083572460,high,16.5,small
holyoke,1370000,Suburban,77.3,2020,low,17938.16,15054.247538289100,high,71621.0,60106.51387543660,low,17.4,medium
hoosac valley regional,6030000,Rural,83.7,2020,low,15472.85,12985.284668149700,medium,81911.0,68742.19374276940,medium,15.8,small
hopedale,1380000,Suburban,89.4,2020,medium,16149.05,13552.772202288700,medium,70701.0,59334.42199225420,low,15.7,small
hopkinton,1390000,Suburban,91.3,2020,high,14817.72,12435.479716596200,medium,93778.0,78701.3398055136,high,20.1,large
hudson,1410000,Suburban,87.4,2020,medium,17984.65,15093.263355299000,high,81072.0,68038.07951451940,medium,18.2,medium
hull,1420000,Suburban,89.4,2020,medium,23429.27,19662.553473790500,high,83820.0,70344.2844003727,high,13.1,small
ipswich,1440000,Suburban,90.1,2020,medium,18673.8,15671.618921924100,high,79104.0,66386.47426875550,medium,16.9,medium
king philip,6900000,Suburban,87.7,2020,medium,18504.75,15529.747038389400,high,79197.0,66464.52268738150,medium,17.7,medium
kingston,1450000,Rural,89.9,2020,medium,15399.45,12923.685163556700,medium,81070.0,68036.40105390380,medium,21.8,large
lawrence,1490000,Suburban,87.3,2020,medium,15998.44,13426.375725629900,medium,69596.0,58407.07250212760,low,19.5,large
lee,1500000,Suburban,95.9,2020,high,17479.21,14669.082788521100,high,68551.0,57530.07683046940,low,13.4,small
leicester,1510000,Suburban,81.3,2020,low,14492.03,12162.150797646500,medium,82768.0,69461.41411655990,medium,19.6,large
lenox,1520000,Suburban,95.1,2020,high,19192.34,16106.793405734300,high,79665.0,66857.2824714351,medium,13.4,small
leominster,1530000,Suburban,82.8,2020,low,14505.63,12173.564329832700,medium,75588.0,63435.74050650650,medium,19.3,large
leverett,1540000,Rural,83.3,2020,low,18644.81,15647.289635300800,high,59858.0,50234.647764704200,low,17.4,medium
lexington,1550000,Suburban,89.5,2020,medium,19620.15,16465.82452371720,high,92678.0,77778.18646692600,high,19.1,large
lincoln,1570000,Suburban,84.6,2020,low,26035.21,21849.537302116800,high,93180.0,78199.48008144510,high,16.2,small
lincoln-sudbury,6950000,Rural,89.8,2020,medium,22243.68,18667.570413157700,high,107460.0,90183.68887692730,high,17.7,medium
littleton,1580000,Suburban,85.8,2020,low,16634.91,13960.520639639700,medium,78543.0,65915.66606607580,medium,18.2,medium
longmeadow,1590000,Suburban,88.4,2020,medium,15532.39,13035.252440676500,medium,77808.0,65298.83178983770,medium,18.9,medium
lowell,1600000,Suburban,91.3,2020,high,15234.85,12785.547854891600,medium,78200.0,65627.81007049800,medium,18.9,medium
ludlow,1610000,Suburban,87.4,2020,medium,17504.92,14690.659399734800,high,73780.0,61918.412109991600,low,16.3,small
lunenburg,1620000,Suburban,92.1,2020,high,13797.17,11579.003225963900,low,83054.0,69701.43398459260,medium,20.5,large
lynn,1630000,Suburban,89.3,2020,medium,14911.0,12513.76311970840,medium,79555.0,66764.96713757640,medium,19.6,large
lynnfield,1640000,Suburban,89.2,2020,medium,16565.15,13901.975933367100,medium,93517.0,78482.30069517600,high,18.2,medium
malden,1650000,Suburban,92.4,2020,high,15589.69,13083.340337313800,medium,84785.0,71154.14164740630,high,20.6,large
manchester essex regional,6980000,Suburban,90.4,2020,medium,19200.22,16113.406540559800,high,86227.0,72364.31175126390,high,16.3,small
mansfield,1670000,Suburban,94.8,2020,high,17726.19,14876.35588994320,high,89125.0,74796.4011832882,high,17.3,medium
marblehead,1680000,Suburban,90.4,2020,medium,17769.54,14912.73652378670,high,83051.0,69698.9162936692,medium,16.8,medium
marion,1690000,Suburban,82.9,2020,low,17016.85,14281.056263403500,medium,97766.0,82048.19027304740,high,20.7,large
marlborough,1700000,Suburban,92.6,2020,high,17135.71,14380.807177789400,medium,82442.0,69187.82503621480,medium,19.7,large
marshfield,1710000,Suburban,87.9,2020,medium,15650.72,13134.558562999300,medium,79755.0,66932.81319913770,medium,18.3,medium
martha's vineyard,7000000,Suburban,82.9,2020,low,32647.27,27398.578451154300,high,97895.0,82156.45098275450,high,12.1,small
masconomet,7050000,Suburban,92.9,2020,high,20536.41,17234.77768554830,high,101319.0,85029.9755566853,high,16.7,small
mashpee,1720000,Suburban,92.4,2020,high,19341.03,16231.578560202100,high,78685.0,66034.83676978440,medium,15.7,small
mattapoisett,1730000,Suburban,92.3,2020,high,20890.73,17532.133768210400,high,91147.0,76493.32486567370,high,19.0,large
maynard,1740000,Suburban,87.2,2020,medium,19862.1,16668.876296691000,high,83424.0,70011.94919848120,medium,17.5,medium
medfield,1750000,Suburban,91.3,2020,high,16869.89,14157.722977368200,medium,98997.0,83081.28278195770,high,17.6,medium
medford,1760000,Suburban,88.1,2020,medium,20558.42,17253.24914462310,high,86949.0,72970.23603350040,high,15.3,small
medway,1770000,Suburban,87.1,2020,medium,16254.31,13641.10958448850,medium,82251.0,69027.5320474237,medium,17.3,medium
melrose,1780000,Suburban,91.2,2020,high,12665.06,10628.902202192600,low,69025.0,57927.871996369900,low,20.6,large
mendon-upton,7100000,Suburban,89.0,2020,medium,16675.24,13994.366797953600,medium,86148.0,72298.01255694710,high,18.8,medium
methuen,1810000,Suburban,87.6,2020,medium,14738.07,12368.635022579300,medium,78476.0,65859.43763545270,medium,20.0,large
middleborough,1820000,Suburban,93.6,2020,high,15312.43,12850.655342171300,medium,78416.0,65809.08381698430,medium,20.3,large
middleton,1840000,Suburban,89.9,2020,medium,18907.36,15867.629552615500,high,77754.0,65253.51335321620,medium,15.2,small
milford,1850000,Suburban,92.5,2020,high,15348.98,12881.329209921600,medium,84923.0,71269.95542988370,high,19.4,large
millbury,1860000,Suburban,90.4,2020,medium,17011.52,14276.583165862900,medium,83615.0,70172.24218727230,medium,18.0,medium
millis,1870000,Suburban,93.0,2020,high,17465.52,14657.593725607200,high,91704.0,76960.77614712210,high,16.6,small
milton,1890000,Suburban,91.2,2020,high,15508.44,13015.152874804500,medium,86571.0,72653.00697714940,high,20.3,large
minuteman regional vocational technical,8300000,Rural,87.2,2020,medium,34026.83,28556.347014592400,high,104099.0,87363.03581238840,high,12.2,small
mohawk trail,7170000,Rural,78.6,2020,low,21201.68,17793.092432423000,high,72849.0,61137.088693423400,low,11.9,small
monomoy regional school district,7120000,Suburban,86.4,2020,medium,18852.24,15821.37117804920,high,80027.0,67161.0838428612,medium,15.5,small
monson,1910000,Rural,88.0,2020,medium,17689.6,14845.648452980600,high,64317.0,53976.775707215100,low,15.2,small
montachusett regional vocational technical,8320000,Suburban,89.5,2020,medium,20386.66,17109.10294695420,high,85856.0,72052.9573070675,high,18.8,medium
mount greylock,7150000,Rural,91.2,2020,high,17601.3,14771.54441680120,high,73492.0,61676.713781343200,low,14.8,small
nahant,1960000,Suburban,71.4,2020,low,16306.45,13684.867052737500,medium,78479.0,65861.95532637620,medium,17.1,medium
nantucket,1970000,Rural,89.7,2020,medium,23863.13,20026.6619351356,high,96400.0,80901.80167258320,high,17.3,medium
narragansett,7200000,Rural,84.5,2020,low,13774.62,11560.078582522800,low,68186.0,57223.75776811990,low,19.4,large
nashoba,7250000,Suburban,86.9,2020,medium,17954.57,15068.019307640200,high,85068.0,71391.64382451570,high,17.1,medium
nashoba valley regional vocational technical,8520000,Suburban,87.9,2020,medium,20362.43,17088.76839659610,high,84611.0,71008.11557384790,high,14.0,small
natick,1980000,Suburban,89.7,2020,medium,16744.78,14052.72687355850,medium,81434.0,68341.88088594550,medium,19.0,large
nauset,6600000,Suburban,88.6,2020,medium,21492.29,18036.981152174700,high,90588.0,76024.19512360970,high,15.7,small
needham,1990000,Suburban,88.8,2020,medium,19192.9,16107.263374706700,high,92960.0,78014.84941372760,high,19.2,large
new bedford,2010000,Suburban,88.7,2020,medium,15864.96,13314.35526414380,medium,77349.0,64913.625078554400,medium,18.1,medium
new salem-wendell,7280000,Rural,81.3,2020,low,20072.6,16845.53427648440,high,65268.0,54774.88372993950,low,18.4,medium
newburyport,2040000,Suburban,84.7,2020,low,18015.52,15119.170394901000,high,84050.0,70537.30737116830,high,17.9,medium
newton,2070000,Urban,91.5,2020,high,20785.6,17443.905485950700,high,88804.0,74527.00825448220,high,18.0,medium
norfolk,2080000,Suburban,94.0,2020,high,15953.1,13388.32502347390,medium,87500.0,73432.65193310200,high,23.7,large
norfolk county agricultural,9150000,Suburban,93.0,2020,high,23610.97,19815.041620719000,high,78864.0,66185.0589948818,medium,16.0,small
north adams,2090000,Rural,84.0,2020,low,18510.32,15534.42155120390,high,64473.0,54107.69563523300,low,15.0,small
north andover,2110000,Suburban,90.1,2020,medium,14995.83,12584.955026719600,medium,81527.0,68419.92930457150,medium,20.2,large
north attleborough,2120000,Suburban,89.1,2020,medium,13845.34,11619.428949890900,low,81559.0,68446.78467442140,medium,17.7,medium
north brookfield,2150000,Rural,80.4,2020,low,14536.13,12199.160854220800,medium,63582.0,53359.94143097710,low,15.7,small
north middlesex,7350000,Rural,88.9,2020,medium,16163.18,13564.630526538000,medium,75065.0,62996.82305552350,low,19.6,large
north reading,2170000,Suburban,93.5,2020,high,17378.94,14584.9331655573,high,81584.0,68467.76543211650,medium,17.9,medium
northampton,2100000,Suburban,87.0,2020,medium,15929.88,13368.838095726700,medium,65209.0,54725.36914177890,low,17.3,medium
northampton-smith vocational agricultural,4060000,Urban,89.3,2020,medium,22518.31,18898.048232590700,high,67664.0,56785.67954744470,low,12.2,small
northboro-southboro,7300000,Urban,93.3,2020,high,18621.03,15627.332738581100,high,91342.0,76656.97477569600,high,15.6,small
northborough,2130000,Suburban,95.6,2020,high,19241.97,16148.444405910800,high,98843.0,82952.04131455550,high,18.3,medium
northbridge,2140000,Suburban,90.3,2020,medium,15364.96,12894.7401102404,medium,74441.0,62473.143343452000,low,18.3,medium
northeast metropolitan regional vocational technical,8530000,Suburban,89.3,2020,medium,23139.78,19419.604691983500,high,92802.0,77882.2510250941,high,18.7,medium
northern berkshire regional vocational technical,8510000,Rural,97.7,2020,high,21504.5,18047.228154233100,high,83580.0,70142.86912649910,medium,15.3,small
norton,2180000,Suburban,93.2,2020,high,16018.39,13443.118370270700,medium,87137.0,73128.01133136810,high,19.0,large
norwell,2190000,Rural,91.8,2020,high,16830.83,14124.942641545300,medium,88792.0,74516.9374907885,high,16.9,medium
norwood,2200000,Suburban,91.8,2020,high,18123.53,15209.815660447200,high,88388.0,74177.88844643450,high,16.9,medium
oak bluffs,2210000,Suburban,83.6,2020,low,24020.03,20158.337170430500,high,89881.0,75430.8592959902,high,15.5,small
old colony regional vocational technical,8550000,Rural,96.7,2020,high,22237.93,18662.744838887900,high,75044.0,62979.19921905950,low,16.7,small
old rochester,7400000,Rural,93.4,2020,high,17110.13,14359.339666515700,medium,87789.0,73675.1894920582,high,17.3,medium
orange,2230000,Rural,72.1,2020,low,14768.0,12393.753185692000,medium,63958.0,53675.49202671240,low,21.6,large
orleans,2240000,Suburban,86.4,2020,medium,27081.31,22727.456127113500,high,93717.0,78650.14675673740,high,16.7,small
oxford,2260000,Suburban,88.4,2020,medium,14784.36,12407.482993527700,medium,70478.0,59147.2736336133,low,18.7,medium
palmer,2270000,Suburban,82.0,2020,low,16522.19,13865.922599343800,medium,69965.0,58716.74848570840,low,15.2,small
pathfinder regional vocational technical,8600000,Suburban,86.8,2020,medium,24005.93,20146.50402309040,high,73441.0,61633.913035645100,low,12.2,small
peabody,2290000,Suburban,92.3,2020,high,15614.32,13104.010579795100,medium,85244.0,71539.34835868970,high,19.0,large
pelham,2300000,Suburban,100.0,2020,high,18456.85,15489.547906645400,high,70063.0,58798.99305587340,low,17.0,medium
pembroke,2310000,Suburban,88.3,2020,medium,15671.74,13152.199184069400,medium,86750.0,72803.22920224690,high,18.8,medium
pentucket,7450000,Suburban,83.9,2020,low,16305.09,13683.725699518900,medium,75431.0,63303.98134818080,low,17.3,medium
petersham,2340000,Rural,76.9,2020,low,13097.72,10992.00358716830,low,39246.0,32936.43266018880,low,17.3,medium
pioneer valley,7500000,Rural,84.6,2020,low,19886.46,16689.31994698920,high,67962.0,57035.77017917120,low,12.8,small
pittsfield,2360000,Urban,87.2,2020,medium,17152.28,14394.713223989800,medium,65584.0,55040.080507206400,low,14.7,small
plainville,2380000,Suburban,77.8,2020,low,17676.55,14834.696497463700,high,82414.0,69164.32658759620,medium,20.3,large
plymouth,2390000,Suburban,88.7,2020,medium,18375.67,15421.419190257700,high,76082.0,63850.32027856310,medium,16.7,small
plympton,2400000,Rural,80.0,2020,low,18147.76,15230.150210805400,high,87031.0,73039.05291874060,high,15.4,small
quabbin,7530000,Rural,89.6,2020,medium,16679.17,13997.66497306330,medium,75181.0,63094.173771229100,low,19.5,large
quaboag regional,7780000,Rural,89.3,2020,medium,15266.06,12811.7402327983,medium,66770.0,56035.407652265400,low,17.2,medium
quincy,2430000,Suburban,94.1,2020,high,17367.04,14574.946324894400,high,86635.0,72706.71771684910,high,16.2,small
ralph c mahar,7550000,Suburban,77.0,2020,low,19513.24,16376.102411509500,high,66369.0,55698.87629883480,low,14.0,small
randolph,2440000,Suburban,79.2,2020,low,19235.78,16143.249570305400,high,81340.0,68262.99323701160,medium,18.5,medium
reading,2460000,Suburban,86.0,2020,medium,15249.82,12798.111132599500,medium,81265.0,68200.05096392610,medium,18.8,medium
revere,2480000,Suburban,89.5,2020,medium,16018.47,13443.185508695300,medium,85089.0,71409.26766097960,high,19.2,large
richmond,2490000,Rural,88.0,2020,medium,18342.7,15393.749767009300,high,73452.0,61643.14456903100,low,16.6,small
rochester,2500000,Rural,97.5,2020,high,14805.33,12425.081653082400,medium,91748.0,76997.70228066570,high,19.4,large
rockland,2510000,Suburban,88.8,2020,medium,16474.21,13825.656329175200,medium,71980.0,60407.797555939200,low,18.6,medium
rockport,2520000,Suburban,90.5,2020,high,21451.12,18002.430040402300,high,78931.0,66241.28742550490,medium,14.5,small
rowe,2530000,Rural,90.0,2020,medium,24394.47,20472.578566885700,high,70080.0,58813.25997110620,low,15.0,small
salem,2580000,Suburban,84.1,2020,low,20199.87,16952.343117759000,high,97534.0,81853.48884163630,high,16.0,small
sandwich,2610000,Suburban,95.7,2020,high,19030.81,15971.232534114300,high,81355.0,68275.58169162870,medium,18.0,medium
